,Whiskey,Review,Score,Category,Reviewer,Price,Date,Alcohol,Age,finish,finish,fruit,note,sweet,oak,palat,spice,nose,vanilla,dri,year,chocol,old,smoke,sherri,malt,caramel,honey,hint,orang,toffe,pepper,matur,flavor,cinnamon,spici,peat,age,balanc,appl,soft,long,whiskey,releas,light,ginger,rich,citru,dark,water,complex,fresh,aroma,rye,wood,black,fruiti,express,creami,leather,lemon,candi,slightli,blend,peach,singl,ripe,new,subtl,cherri,red,floral,clean,nut,clove,sugar,mint,warm,licoric,smoki,white,milk,polish,almond,grain,mix,gentl,syrup,raisin,tobacco,coconut,hot,linger,textur,nutti,color,littl,peel,nutmeg,toast,bitter,cocoa,cream,green,corn,barley,earthi,develop,pineappl,smooth,pear,well,bake,berri,mouth,wine,follow,salt,oili,medium,brine,fudg,strength,roast,come,charact,big,great,delic,apricot,malti,also,pepperi,love,exclus,banana,full,tropic,emerg,tea,deep,fig,vintag,bodi,much,dram,bright,port,mapl,pie,coffe,domin,best,enjoy,ice,tannin,lengthi,oloroso,depth,fragrant,lush,butterscotch,cake,raspberri,powder,start,golden,eleg,end,tongu,open,differ,silki,spirit,orchard,gold,butt,background,mola,young,beauti,last,mouthfeel,sooth,lime,hogshead,melon,seawe
2171,epicurean,"['lowland', 'entri', 'dougla', 'laingâ', 'remark', 'region', 'malt', 'collect', 'approach', 'nose', 'like', 'sip', 'lemonad', 'malt', 'hopper', 'gristi', 'malt', 'lemon', 'lime', 'honeydew', 'melon', 'vanilla', 'pod', 'peach', 'apricot', 'similarli', 'juici', 'palat', 'gain', 'sweet', 'grassi', 'note', 'spangl', 'confectionersâ', 'sugar', 'end', 'finish', 'dri', 'citru', 'fizzi', 'refresh', 'true', 'region', 'epicurean', 'make', 'rest', 'rang', 'look', 'brighter', 'quicker', 'smarter', 'tastier', 'comparison', 'â34']",80,blended malt scotch whisky,jonny mccormick,44.0,2016,46,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2172,wemyss vintage malts the smooth gentleman,"['inde', 'smooth', 'malti', 'vanilla', 'shortbread', 'golden', 'raisin', 'macadamia', 'nut', 'light', 'oak', 'spice', 'emerg', 'fairli', 'quick', 'finish', '8', 'year', 'old', 'pleasant', 'easygo']",79,blended malt scotch whisky,john hansell,4000.0,2009,40,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,boutiquey whisky company blended malt 2 batch 2,"['caramel', 'wafer', 'white', 'pepper', 'pumic', 'stone', 'strand', 'caramel', 'nose', 'whiski', 'burst', 'person', 'sip', 'bring', 'cocoa', 'chocol', 'flavor', 'meld', 'herb', 'garden', 'bouquet', 'thin', 'mouthfeel', 'rather', 'linear', 'flavor', 'develop', 'make', 'seem', 'rather', 'ordinari', 'word', 'normal', 'associ', 'idiosyncrat', 'rang', 'finish', 'redol', 'marbl', 'cake', 'patch', 'superb', 'batch', '1', 'book', '415', 'bottl', 'â100']",78,blended malt scotch whisky,jonny mccormick,144.0,2016,43,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2174,master malt reference series,"['predominantli', 'young', 'blend', 'malt', 'head', 'first', 'refer', 'seri', 'design', 'educ', 'tool', 'help', 'attun', 'palat', 'itâ', 'light', 'floral', 'array', 'wax', 'lemon', 'oatcak', 'peppermint', 'mouthfeel', 'thin', 'littl', 'structur', 'heavi', 'barley', 'hint', 'boil', 'fruit', 'candi', 'sip', 'neat', 'itâ', 'dri', 'doughi', 'note', 'dri', 'appl', 'water', 'fail', 'enliven', 'experi', 'show', 'late', 'lemon', 'ice', 'sugar', 'memor', 'move', 'â37']",77,blended malt scotch whisky,jonny mccormick,62.0,2014,47,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2175,johnnie walker blue label,"['magnific', 'power', 'intens', 'caramel', 'dri', 'peat', 'eleg', 'cigar', 'smoke', 'seed', 'scrape', 'vanilla', 'bean', 'brand', 'new', 'pencil', 'peppercorn', 'coriand', 'seed', 'star', 'ani', 'make', 'deepli', 'satisfi', 'nose', 'experi', 'silki', 'caramel', 'bounti', 'fruit', 'ripe', 'peach', 'stew', 'appl', 'orang', 'pith', 'pervas', 'smoke', 'element', 'burnt', 'tobacco', 'abid', 'finish', 'smoke', 'dri', 'spice', 'banoffe', 'pie', 'sweet', 'close', 'perfect', 'editor', 'choic']",97,blended scotch whisky,jonny mccormick,225.0,2018,40,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,compass box peat monster 10th anniversary special cask strength bottling,"['youâd', 'expect', 'solid', 'peat', 'first', 'thing', 'glass', 'isnât', 'peat', 'beast', 'underneath', 'honey', 'dri', 'fruit', 'malt', 'palat', 'balanc', 'honey', 'malt', 'raisin', 'oak', 'spice', 'complement', 'smoki', 'peat', 'lush', 'mouthfeel', 'make', 'forget', 'itâ', 'cask', 'strength', 'pure', 'love', 'note', 'glass', 'compass', 'box', 'park', 'avenu', 'liquor', 'park', 'avenu', 'liquor', 'onli']",95,blended scotch whisky,geoffrey kleinman,120.0,2014,54,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2177,johnnie walker blue anniversary,"['formul', 'celebr', '200th', 'anniversari', 'johnni', 'walker', 'fabul', 'whiski', 'anyon', 'spring', 'bottl', 'deep', 'dark', 'quit', 'power', 'hefti', 'malt', 'foundat', 'sweeter', 'note', 'toffe', 'vanilla', 'combin', 'resin', 'oak', 'complex', 'fruit', 'bright', 'citru', 'note', 'darker', 'pit', 'fruit', 'crisp', 'mint', 'tobacco', 'polish', 'leather', 'heavi', 'peat', 'smoke', 'tour', 'de', 'forc', 'blend', 'scotcha', 'big', 'mani', 'singl', 'malt', 'review']",95,blended scotch whisky,john hansell,350000.0,2006,60,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,chivas,"['essay', 'balanc', 'aroma', 'palat', 'silki', 'layer', 'delic', 'sweet', 'honey', 'vanilla', 'caramel', 'light', 'toffe', 'permeat', 'clean', 'delic', 'fruit', 'citru', 'peach', 'currant', 'subtl', 'complex', 'dri', 'spice', 'clean', 'finish', 'hint', 'dark', 'chocol', 'versatil', 'drinkabl', 'blend', 'suit', 'mood', 'occas', 'inde', 'benchmark', 'blend', 'scotch']",95,blended scotch whisky,john hansell,7000.0,2008,40,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,chivas regal icon,"['spectacular', 'citru', 'nose', 'incred', 'fresh', 'neroli', 'oil', 'bergamot', 'orang', 'array', 'wood', 'spice', 'bake', 'apricot', 'dri', 'strawberri', 'heather', 'lavend', 'honeysuckl', 'jasmin', 'hyacinth', 'intens', 'array', 'citru', 'palateâth', 'strongest', 'mandarin', 'thicktextur', 'yet', 'agileâaccompani', 'bake', 'brioch', 'ling', 'heather', 'honey', 'vanilla', 'oak', 'hint', 'eucalyptu', 'extraordinarili', 'long', 'finish', 'masterclass', 'rare', 'whiski', 'blend']",95,blended scotch whisky,jonny mccormick,3500.0,2019,43,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,last drop,"['12', 'year', 'old', 'blend', 'whiski', 'creat', 'consist', '70', 'differ', 'malt', 'whiski', '12', 'grain', 'whiski', 'blend', 'place', 'three', 'sherri', 'cask', 'matur', 'next', '36', 'year', 'highli', 'irregular', 'say', 'least', 'qualiti', 'sherri', 'cask', 'quit', 'evid', 'whiski', 'age', 'substanti', 'malt', 'content', 'three', 'factor', 'along', 'wide', 'rang', 'malt', 'grain', 'whiski', 'combin', 'creat', 'one', 'finest', 'blend', 'scotch', 'whiski', 'ever', 'tast', 'dark', 'mysteri', 'enorm', 'complex', 'note', 'mola', 'fig', 'cake', 'dri', 'fruit', 'tobacco', 'dark', 'chocol', 'old', 'pot', 'still', 'rum', 'polish', 'leather', 'finish', 'linger', 'cinnamon', 'mint', 'sign', 'whiski', 'get', 'tire', 'plea', 'bottl', 'natur', 'strength', 'water', '40', '43', 'abv', 'could', 'ruin', 'alloc', 'inform', 'total', 'bottl', '350', 'import', 'u', 'avail', 'exclus', 'binni', 'beverag', 'depot', 'chicago', 'park', 'avenu', 'liquor', 'new', 'york', 'walli', 'lo', 'angel']",95,blended scotch whisky,john hansell,200000.0,2008,52,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2181,last drop 50 year old,"['would', 'gambl', 'last', 'drop', 'liquid', 'new', 'sherri', 'wood', 'four', 'year', 'indulg', 'nose', 'proffer', 'mapl', 'syrup', 'buckwheat', 'honey', 'roast', 'spice', 'blue', 'grape', 'pomegran', 'raspberri', 'compot', 'cilantro', 'pandan', 'leaf', 'beefsteak', 'juic', 'soak', 'mushroom', 'gill', 'complex', 'lustrou', 'mouthfeel', 'replet', 'sheen', 'rich', 'malti', 'mola', 'lash', 'sherri', 'dri', 'resin', 'finish', 'water', 'bring', 'oili', 'nutti', 'drop', 'produc', 'silki', 'clingi', 'textur', 'gloriou', 'miracul', 'victori', '388', 'bottl', 'onli']",95,blended scotch whisky,jonny mccormick,4000.0,2014,50,50,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2182,royal salute 28 year old kew palace edition,"['fresh', 'spring', 'floral', 'bouquet', 'white', 'peach', 'nectarin', 'tumbl', 'sweet', 'caramel', 'dri', 'cherri', 'white', 'chocol', 'fresh', 'linen', 'note', 'vanilla', 'cake', 'batter', 'silki', 'smooth', 'fresh', 'summer', 'fruit', 'strong', 'pepperi', 'spice', 'push', 'fore', 'nimbl', 'grace', 'display', 'real', 'light', 'compel', 'captiv', 'blend', 'flask', 'collect', 'sandi', 'hyslop', 'fragranc', 'could', 'enjoy', 'night']",95,blended scotch whisky,jonny mccormick,790.0,2018,40,28,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,compass box phenomenology,"['nose', 'honey', 'caramel', 'appl', 'pixi', 'stix', 'pear', 'cream', 'faint', 'pepper', 'ground', 'coriand', 'salti', 'driftwood', 'itâ', 'teethcoat', 'golden', 'syrup', 'sugari', 'silki', 'textur', 'mete', 'pear', 'appl', 'sweet', 'barley', 'note', 'crunchi', 'spice', 'vanilla', 'phase', 'give', 'way', 'black', 'pepper', 'licoric', 'smoke', 'mouthnumb', 'finish', 'longact', 'spice', 'vanilla', 'bottl']",94,blended scotch whisky,jonny mccormick,180.0,2018,46,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,johnnie walker casks edition,"['mess', 'johnni', 'walker', 'brand', 'name', 'casual', 'expect', 'great', 'boy', 'get', 'dusti', 'smoki', 'nose', 'dri', 'apricot', 'grape', 'whiski', 'gossamersoft', 'palat', 'sweet', 'pear', 'honey', 'evolv', 'top', 'oaki', 'rich', 'heart', 'tidal', 'wave', 'pepper', 'peat', 'delight', 'spice', 'smoke', 'oak', 'conclus', 'magnific']",94,blended scotch whisky,dominic roskrow,30000.0,2012,55,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,john walker,"['pinnacl', 'current', 'johnni', 'walker', 'rang', 'rare', 'inimit', 'blend', 'nine', 'whiski', 'exud', 'aroma', 'ripe', 'bananito', 'whole', 'mango', 'satsuma', 'vanilla', 'seed', 'barley', 'awn', 'butter', 'biscuit', 'crystal', 'pineappl', 'suppl', 'grain', 'sustain', 'indulg', 'charact', 'malt', 'creat', 'weighti', 'smooth', 'mouthfeel', 'iâm', 'smitten', 'vanilla', 'creami', 'burgeon', 'deep', 'fruit', 'layer', 'swell', 'satisfi', 'snuffbox', 'smoki', 'beauti', 'style', 'blend', 'deliv', 'captiv', 'sensuou', 'experi', '330', 'bottl', 'onli']",94,blended scotch whisky,jonny mccormick,3500.0,2014,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2186,john walker  sons king george v,"['highland', 'toffe', 'dri', 'banana', 'salt', 'caramel', 'seashel', 'flip', 'rock', 'pool', 'crispyskin', 'oili', 'fish', 'barbecu', 'fire', 'sweet', 'toffe', 'meet', 'cinnamon', 'pepper', 'clove', 'express', 'train', 'smoke', 'clatter', 'leav', 'intens', 'citru', 'peel', 'oil', 'green', 'fruit', 'backwash', 'spasm', 'spice', 'mark', 'finish', 'arid', 'amid', 'bake', 'fruit', 'toffe', 'leav', 'everyth', 'need']",94,blended scotch whisky,jonny mccormick,600.0,2018,43,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,johnnie walker blue label ghost rare port ellen edition,"['uninhibit', 'tempestu', 'express', 'blue', 'label', 'highlight', 'artistri', 'blender', 'judici', 'use', 'close', 'distilleri', 'malt', 'grain', 'coastal', 'note', 'sea', 'spray', 'lemon', 'dirti', 'peat', 'smoke', 'cooki', 'cream', 'eight', 'mint', 'caramel', 'dryroast', 'spice', 'aroma', 'combin', 'lemon', 'bonbon', 'waxi', 'orang', 'cooki', 'dough', 'fondant', 'ice', 'chocol', 'tobacco', 'smoke', 'hint', 'peppermint', 'grapefruit', 'note', 'flagrantli', 'outclass', 'brora', 'variant']",94,blended scotch whisky,jonny mccormick,350.0,2018,43,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,chivas regal 18 year old ultimate cask collection first fill french oak finish,"['auld', 'allianc', 'renew', 'gorgeou', 'whiski', 'pack', 'spici', 'aroma', 'peppercorn', 'star', 'ani', 'cardamom', 'seed', 'mingl', 'toffe', 'squar', 'plum', 'jam', 'dunnag', 'earth', 'dri', 'sprig', 'heather', 'rich', 'fruitcak', 'jelli', 'fruit', 'brambl', 'spice', 'cours', 'mouth', 'chili', 'heat', 'black', 'pepper', 'raw', 'ginger', 'final', 'phase', 'chocol', 'pralin', 'grow', 'milki', 'nutti', 'sooth', 'except', 'lengthi', 'finish', 'reignit', 'spice', 'chiva', '18', 'goe', 'electr', 'travel', 'retail', 'exclus']",94,blended scotch whisky,jonny mccormick,120.0,2017,48,18,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2189,dewarâs double double 32 year old,"['scotch', 'whiski', 'could', 'smell', 'plush', 'velveti', 'pedro', 'ximãnezfinish', 'blend', 'would', 'chocolatecov', 'raisin', 'peat', 'smoke', 'cigar', 'loung', 'licoric', 'chamoi', 'leather', 'char', 'oak', 'stave', 'palat', 'smooth', 'delic', 'fine', 'tune', 'syrupi', 'prune', 'raisin', 'plum', 'raspberri', 'strawberri', '70', 'dark', 'chocol', 'peppercorn', 'ginger', 'clove', 'hint', 'smoke', 'showcas', 'lipsmack', 'intric', 'blend', 'oldest', 'dewarâ', 'avail', 'editor', 'choic']",94,blended scotch whisky,jonny mccormick,30000.0,2019,46,32,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
